f1,v1,f2,v2,f3,v3,f4,v4,a1,a2,a3
87,-10,81,-9,37,-7,33,-12,15,98,-31
65,-9,57,-9,29,-4,22,-7,15,100,-31
55,-8,48,-9,25,-4,18,-5,14,100,-31
48,-7,41,-8,22,-3,15,-3,14,101,-30
41,-6,35,-6,21,-2,13,-2,14,101,-30
36,-5,30,-6,19,-2,11,-2,14,101,-30
29,-3,23,-3,16,-1,7,-1,15,101,-29
27,-2,20,-3,15,-1,5,-1,16,101,-28
25,-2,18,-2,14,-1,3,-1,16,101,-28
21,-1,14,-1,13,0,1,-1,18,100,-27
20,-1,13,-1,12,0,1,0,18,99,-27
18,-1,11,-1,11,0,0,0,19,99,-26
17,-1,10,-1,11,0,0,0,19,98,-26
16,-1,9,-1,11,0,-1,0,19,98,-26
15,0,7,0,9,0,-1,0,19,98,-26
15,0,7,0,9,0,-1,0,19,98,-26
14,0,6,0,9,0,-1,0,20,97,-26
13,0,6,0,9,0,-2,0,20,97,-25
13,0,6,0,8,0,-2,0,20,97,-25
13,0,6,0,7,0,-2,0,20,97,-25
13,0,6,0,7,0,-2,0,20,97,-25
12,0,5,0,7,0,-2,0,20,98,-25
12,0,6,0,7,0,-2,0,20,98,-25
12,0,5,0,7,0,-2,0,20,98,-25
11,0,6,0,7,0,-2,0,20,98,-25
11,0,6,0,7,0,-2,0,20,98,-25
11,0,5,0,6,0,-2,0,20,98,-25
11,0,5,0,6,0,-2,0,20,98,-25
11,0,5,0,6,0,-2,0,20,98,-25
9,0,2,0,5,0,-3,0,20,98,-25
8,0,0,-1,4,0,-3,0,20,98,-25
6,0,-3,-1,1,0,-4,0,20,98,-24
5,0,-5,-1,-2,-1,-5,0,20,98,-24
4,0,-6,-1,-3,-1,-6,0,20,98,-24
2,-1,-8,-1,-5,-1,-6,0,20,98,-24
2,0,-9,-1,-8,-1,-7,0,20,98,-24
2,0,-9,-1,-8,-1,-7,0,20,98,-24
0,0,-11,-1,-14,-2,-8,0,19,98,-24
-1,0,-13,-1,-16,-2,-10,0,19,98,-24
-2,0,-15,-1,-18,-2,-9,0,19,98,-23
-5,-1,-22,-2,-20,-1,-9,0,19,98,-23
-7,-1,-25,-2,-22,-1,-10,0,19,98,-22
-10,-1,-34,-3,-24,0,-10,0,19,98,-20
-12,-1,-38,-3,-25,-1,-10,0,18,99,-19
-16,-1,-48,-3,-26,0,-11,0,18,100,-18
-16,-1,-48,-3,-26,0,-11,0,18,100,-18
-22,-2,-58,-4,-27,0,-12,0,17,102,-16
-27,-2,-63,-4,-28,0,-11,0,16,103,-16
-40,-4,-70,-3,-29,0,-9,0,16,104,-14
-46,-4,-72,-3,-28,0,-9,0,17,104,-14
-49,-4,-73,-2,-29,0,-8,0,16,104,-13
-57,-3,-74,0,-28,0,-6,0,16,104,-13
-59,-2,-75,0,-27,0,-4,1,16,104,-12
-62,-1,-75,0,-26,0,-2,1,17,103,-11
-62,-1,-75,0,-26,0,-2,1,17,103,-11
-64,-1,-74,0,-24,0,2,1,17,102,-11
-65,-1,-73,0,-23,0,6,1,17,101,-10
-65,0,-70,0,-20,0,9,1,17,101,-10
-65,0,-62,2,-15,2,13,2,17,101,-9
-65,0,-62,2,-15,2,13,2,17,101,-9
-66,0,19,17,14,6,43,6,17,101,-10
-66,0,42,17,26,6,57,6,17,101,-12
-66,0,60,21,35,8,71,10,17,102,-12
-62,0,89,14,48,6,91,9,17,102,-13
-60,1,101,11,52,5,98,8,18,102,-14
-54,2,110,11,54,5,101,8,18,101,-15
-54,2,110,11,54,5,101,8,18,101,-15
-21,8,119,6,57,1,100,1,18,99,-18
11,14,122,4,57,1,96,0,18,98,-19
32,17,126,3,56,0,93,-1,18,97,-19
59,16,129,2,55,0,87,-2,19,97,-20
59,16,129,2,55,0,87,-2,19,97,-20
76,8,128,0,53,0,80,-2,20,96,-19
86,7,127,0,52,0,75,-3,20,96,-19
96,7,128,0,51,0,70,-3,20,97,-20
105,7,126,0,50,0,62,-4,20,98,-21
114,5,126,0,49,0,48,-5,20,100,-21
116,4,125,0,48,0,43,-5,20,100,-21
117,2,124,0,47,0,36,-5,20,99,-21
114,0,123,0,45,-1,31,-4,20,98,-20
112,0,121,-1,43,-1,26,-4,20,98,-21
108,-1,118,-1,41,-1,21,-4,19,98,-21
105,-2,113,-2,39,-1,18,-3,19,98,-22
95,-3,96,-5,29,-2,12,-2,18,98,-21
91,-3,87,-6,25,-3,10,-2,18,98,-21
80,-4,69,-7,21,-2,6,-1,18,97,-22
74,-4,62,-7,19,-2,5,-1,18,97,-23
66,-3,51,-5,17,-1,1,-1,18,99,-24
62,-3,48,-4,16,-1,1,-1,19,100,-24
57,-3,45,-3,15,0,-1,-1,19,100,-24
53,-3,41,-3,14,0,-2,-1,19,100,-24
44,-3,36,-2,12,0,-4,-1,19,100,-24
40,-3,34,-2,11,0,-3,0,19,99,-24
37,-3,32,-1,11,0,-4,0,19,99,-24
34,-2,30,-1,10,0,-4,0,19,99,-24
26,-2,23,-2,8,0,-5,0,18,98,-23
23,-2,21,-2,7,0,-5,0,18,97,-23
20,-2,19,-2,7,0,-5,0,18,97,-23
18,-2,16,-2,6,0,-5,0,18,98,-23
18,-2,16,-2,6,0,-5,0,18,98,-23
13,-2,10,-2,4,0,-5,0,18,98,-22
10,-2,6,-2,3,0,-5,0,18,98,-22
8,-2,5,-2,1,-1,-6,0,17,99,-21
5,-2,3,-2,-1,-1,-6,0,17,99,-21
3,-2,0,-2,-1,-1,-6,0,17,100,-20
1,-1,-3,-1,-3,-1,-7,0,17,100,-20
-3,-1,-8,-2,-5,0,-7,0,16,100,-19
-6,-1,-11,-2,-6,0,-8,0,16,100,-18
-8,-1,-14,-2,-8,-1,-7,0,16,100,-18
-13,-2,-22,-2,-11,-1,-8,0,16,100,-17
-15,-1,-27,-3,-12,-1,-9,0,16,100,-16
-17,-1,-32,-3,-14,-1,-8,0,16,101,-16
-23,-2,-42,-4,-18,-1,-8,0,15,101,-15
-32,-3,-55,-4,-23,-1,-7,0,15,101,-14
-38,-3,-61,-4,-25,-1,-5,0,15,101,-14
-50,-4,-70,-4,-27,-1,-3,0,15,102,-14
-54,-4,-72,-3,-28,-1,-3,0,15,102,-15
-57,-3,-74,-2,-28,0,-3,0,14,102,-15
-61,-3,-75,-2,-29,0,-3,0,14,102,-14
-62,-2,-75,-1,-29,0,-3,0,15,103,-14
-62,-2,-75,-1,-29,0,-3,0,15,103,-14
-66,-1,-76,0,-29,0,-3,0,15,104,-12
-67,-1,-76,0,-28,0,-3,0,15,104,-12
-68,0,-76,0,-27,0,-3,0,14,102,-10
-69,0,-75,0,-26,0,-3,0,14,101,-9
-69,0,-73,0,-25,0,-1,0,14,102,-9
-69,0,-70,1,-24,0,2,1,14,102,-9
-70,0,-64,2,-23,0,5,1,14,102,-9
-69,0,-50,5,-19,1,10,2,14,102,-10
-70,0,-3,8,-10,2,16,3,14,102,-12
-69,0,42,18,0,3,17,1,15,103,-13
-69,0,45,14,4,3,16,0,15,103,-13
-69,0,46,9,6,3,15,0,15,103,-14
